"Status","Time(Seconds)","Position(Degrees)","Torque(Foot-Pounds)","Speed(d/s)","End Pnt 0","Pos Start","Pos End","Trq Start","Peak Trq Start","Peak Trq End","Half Peak Trq","Stim","Reaction Start","Target Found","Target End"
"1",0,69.5,38.6954,-1.125,"0","","","9","9","9","9","9","9","9","9"
"1",.01,69.5,40.1183,-1.125,"0","0","","0","","","","","","",""
"1",.02,69.5,41.8028,-1.125,"0","","","","","","","","","",""
"1",.03,69.5,43.6673,-1.0625,"0","","","","","","","","","",""
"1",.04,69.5,46.7911,-.8125,"0","","","","","","","","","",""
"1",.05,69.4375,49.049,-.75,"0","","","","","","","","","",""
"1",.06,69.4375,51.4041,-.75,"0","","","","","","","","","",""
"1",.07,69.4375,55.133,-.625,"0","","","","","","","","","",""
"1",.08,69.4375,57.6517,-.5625,"0","","","","","","","","","",""
"1",.09,69.4375,60.2031,-.5625,"0","","","","","","","","","",""
"1",.1,69.4375,62.7872,-.5,"0","","","","","","","","","",""
"1",.11,69.4375,66.5979,-.4375,"0","","","","","","","","","",""
"1",.12,69.4375,69.0511,-.4375,"0","","","","","","","","","",""
"1",.13,69.4375,71.3408,-.375,"0","","","","","","","","","",""
"1",.14,69.4375,73.4506,-.375,"0","","","","","","0","","","",""
"1",.15,69.4375,76.1982,-.25,"0","","","","","","","","","",""
"1",.16,69.4375,77.7356,-.1875,"0","","","","","","","","","",""
"1",.17,69.4375,79.0604,-.1875,"0","","","","","","","","","",""
"1",.18,69.4375,80.5977,-.125,"0","","","","","","","","","",""
"1",.19,69.4375,81.3501,-.0625,"0","","","","","","","","","",""
"1",.2,69.4375,81.8734,-.0625,"0","","","","","","","","","",""
"1",.21,69.4375,82.1515,-.0625,"0","","","","","","","","","",""
"1",.22,69.4375,82.1024,0,"0","","","","","","","","","",""
"1",.23,69.4375,81.7426,0,"0","","","","","","","","","",""
"1",.24,69.4375,81.2029,0,"0","","","","","","","","","",""
"1",.25,69.4375,80.5487,0,"0","","","","","","","","","",""
"1",.26,69.4375,79.5347,0,"0","","","","","","","","","",""
"1",.27,69.4375,78.8968,0,"0","","","","","","","","","",""
"1",.28,69.4375,78.3244,0,"0","","","","","","","","","",""
"1",.29,69.4375,77.6538,0,"0","","","","","","","","","",""
"1",.3,69.4375,77.3431,0,"0","","","","","","","","","",""
"1",.31,69.4375,77.1305,0,"0","","","","","","","","","",""
"1",.32,69.4375,76.9833,.0625,"0","","","","","","","","","",""
"1",.33,69.4375,76.9015,.0625,"0","","","","","","","","","",""
"1",.34,69.4375,76.9833,0,"0","","","","","","","","","",""
"1",.35,69.4375,77.1959,0,"0","","","","","","","","","",""
"1",.36,69.4375,77.523,0,"0","","","","","","","","","",""
"1",.37,69.4375,78.2917,0,"0","","","","","","","","","",""
"1",.38,69.4375,78.9786,0,"0","","","","","","","","","",""
"1",.39,69.4375,79.78,0,"0","","","","","","","","","",""
"1",.4,69.4375,81.1375,0,"0","","","","","","","","","",""
"1",.41,69.4375,82.0861,0,"0","","","","","","","","","",""
"1",.42,69.4375,83.0346,0,"0","","","","","","","","","",""
"1",.43,69.4375,83.9178,0,"0","","","","","","","","","",""
"1",.44,69.4375,84.9809,0,"0","","","","","","","","","",""
"1",.45,69.4375,85.4225,0,"0","","","","","","","","","",""
"1",.46,69.4375,85.6187,0,"0","","","","","","","","","",""
"1",.47,69.4375,85.5533,0,"0","","","","","","","","","",""
"1",.48,69.4375,85.1444,0,"0","","","","","","","","","",""
"1",.49,69.4375,84.801,0,"0","","","","","","","","","",""
"1",.5,69.4375,84.5229,0,"0","","","","","","","","","",""
"1",.51,69.4375,84.4085,0,"0","","","","","","","","","",""
"1",.52,69.4375,84.5557,0,"0","","","","","","","","","",""
"1",.53,69.4375,84.8173,0,"0","","","","","","","","","",""
"1",.54,69.4375,85.1444,0,"0","","","","","","","","","",""
"1",.55,69.4375,85.7332,0,"0","","","","","","","","","",""
"1",.56,69.4375,86.1421,0,"0","","","","","","","","","",""
"1",.57,69.4375,86.5837,0,"0","","","","","","","","","",""
"1",.58,69.4375,87.0743,0,"0","","","","","","","","","",""
"1",.59,69.4375,87.9738,0,"0","","","","","","","","","",""
"1",.6,69.4375,88.7262,0,"0","","","","","","","","","",""
"1",.61,69.4375,89.5603,0,"0","","","","","","","","","",""
"1",.62,69.4375,90.9668,0,"0","","","","","","","","","",""
"1",.63,69.4375,92.0135,0,"0","","","","","","","","","",""
"1",.64,69.4375,93.093,0,"0","","","","","","","","","",""
"1",.65,69.4375,94.2378,0,"0","","","","","","","","","",""
"1",.66,69.4375,96.0042,0,"0","","","","","","","","","",""
"1",.67,69.4375,97.2144,0,"0","","","","","","","","","",""
"1",.68,69.4375,98.441,0,"0","","","","","","","","","",""
"1",.69,69.4375,99.6677,0,"0","","","","","","","","","",""
"1",.7,69.4375,101.434,0,"0","","","","","","","","","",""
"1",.71,69.4375,102.5298,0,"0","","","","","","","","","",""
"1",.72,69.4375,103.5275,0,"0","","","","","","","","","",""
"1",.73,69.4375,104.8359,0,"0","","","","","","","","","",""
"1",.74,69.4375,105.6372,0,"0","","","","","","","","","",""
"1",.75,69.4375,106.4223,0,"0","","","","","","","","","",""
"1",.76,69.4375,107.2073,0,"0","","","","","","","","","",""
"1",.77,69.4375,108.4667,0,"0","","","","","","","","","",""
"1",.78,69.4375,109.4316,0,"0","","","","","","","","","",""
"1",.79,69.4375,110.4783,0,"0","","","","","","","","","",""
"1",.8,69.4375,111.5905,0,"0","","","","","","","","","",""
"1",.81,69.4375,113.1933,0,"0","","","","","","","","","",""
"1",.82,69.4375,114.1909,0,"0","","","","","","","","","",""
"1",.83,69.4375,115.0904,0,"0","","","","","","","","","",""
"1",.84,69.4375,116.2843,0,"0","","","","","","","","","",""
"1",.85,69.4375,117.0367,0,"0","","","","","","","","","",""
"1",.86,69.4375,117.8054,0,"0","","","","","","","","","",""
"1",.87,69.4375,118.6068,0,"0","","","","","","","","","",""
"1",.88,69.4375,119.9479,0,"0","","","","","","","","","",""
"1",.89,69.4375,120.9128,0,"0","","","","","","","","","",""
"1",.9,69.4375,121.8778,0,"0","","","","","","","","","",""
"1",.91,69.4375,122.81,0,"0","","","","","","","","","",""
"1",.92,69.4375,123.9875,0,"0","","","","","","","","","",""
