"Status","Time(Seconds)","Position(Degrees)","Torque(Newton-Meters)","Speed(deg/sec)"
"0001","1.180","89.750","1.000","1.500"
"0001","1.190","89.813","0.844","1.188"
"0001","1.200","89.813","0.711","0.875"
"0001","1.210","89.813","0.711","0.688"
"0001","1.220","89.813","0.800","0.563"
"0005","1.230","89.813","0.933","0.438"
"0005","1.240","89.813","1.178","0.313"
"0005","1.250","89.813","1.333","0.250"
"0005","1.260","89.813","1.489","0.188"
"0005","1.270","89.813","1.622","0.188"
"0005","1.280","89.813","1.822","0.125"
"0005","1.290","89.813","1.933","0.063"
"0005","1.300","89.813","2.044","0.063"
"0005","1.310","89.813","2.244","0.063"
"0005","1.320","89.813","2.378","0.000"
"0005","1.330","89.813","2.533","0.000"
"0005","1.340","89.813","2.733","0.000"
"0005","1.350","89.813","3.044","0.000"
"0005","1.360","89.813","3.267","0.000"
"0005","1.370","89.813","3.467","0.000"
"0005","1.380","89.813","3.667","0.000"
"0005","1.390","89.813","3.933","0.000"
"0005","1.400","89.813","4.111","0.000"
"0005","1.410","89.813","4.311","0.000"
"0005","1.420","89.813","4.578","0.000"
"0005","1.430","89.813","4.756","0.000"
"0005","1.440","89.813","4.956","0.000"
"0005","1.450","89.813","5.133","0.000"
"0005","1.460","89.813","5.378","0.000"
"0005","1.470","89.813","5.533","0.000"
"0005","1.480","89.813","5.667","0.000"
"0005","1.490","89.813","5.778","0.000"
"0005","1.500","89.813","5.933","0.000"
"0005","1.510","89.813","6.000","0.000"
"0005","1.520","89.813","6.089","0.000"
"0005","1.530","89.813","6.200","0.000"
"0005","1.540","89.813","6.267","0.000"
"0005","1.550","89.813","6.356","0.000"
"0005","1.560","89.813","6.444","0.000"
"0005","1.570","89.813","6.578","0.000"
"0005","1.580","89.813","6.689","0.000"
"0005","1.590","89.813","6.800","0.000"
"0005","1.600","89.813","6.933","0.000"
"0005","1.610","89.813","7.089","0.000"
"0005","1.620","89.813","7.222","0.000"
"0005","1.630","89.813","7.333","0.000"
"0005","1.640","89.813","7.511","0.000"
"0005","1.650","89.813","7.622","0.000"
"0005","1.660","89.813","7.711","0.000"
"0005","1.670","89.813","7.800","0.000"
"0005","1.680","89.813","7.911","0.000"
"0005","1.690","89.875","7.979","0.000"
"0005","1.700","89.875","8.091","0.000"
"0005","1.710","89.875","8.179","0.000"
"0005","1.720","89.875","8.335","0.000"
"0005","1.730","89.875","8.468","0.000"
"0005","1.740","89.875","8.602","0.000"
"0005","1.750","89.875","8.846","0.063"
"0005","1.760","89.875","9.002","0.063"
"0005","1.770","89.875","9.157","0.063"
"0005","1.780","89.875","9.313","0.063"
"0005","1.790","89.875","9.557","0.063"
"0005","1.800","89.875","9.691","0.063"
"0005","1.810","89.875","9.824","0.063"
"0005","1.820","89.875","9.957","0.063"
"0005","1.830","89.875","10.091","0.063"
"0005","1.840","89.875","10.135","0.063"
"0005","1.850","89.875","10.179","0.063"
"0005","1.860","89.875","10.179","0.063"
"0005","1.870","89.875","10.113","0.063"
"0005","1.880","89.875","10.024","0.000"
"0005","1.890","89.875","9.913","0.000"
"0005","1.900","89.875","9.624","0.000"
"0005","1.910","89.875","9.379","0.000"
"0005","1.920","89.875","9.068","0.000"
"0005","1.930","89.875","8.735","0.000"
"0005","1.940","89.875","8.113","0.000"
"0005","1.950","89.875","7.646","0.000"
"0005","1.960","89.875","7.135","0.000"
"0005","1.970","89.875","6.335","0.000"
"0005","1.980","89.875","5.779","0.000"
"0005","1.990","89.875","5.224","0.000"
"0005","2.000","89.875","4.668","0.000"
"0005","2.010","89.875","3.913","0.000"
"0005","2.020","89.875","3.424","-0.063"
"0005","2.030","89.875","3.002","-0.125"
"0005","2.040","89.875","2.602","-0.125"
"0001","2.050","89.813","2.058","-0.125"
"0001","2.060","89.813","1.725","-0.188"
"0001","2.070","89.813","1.436","-0.188"
"0001","2.080","89.813","1.058","-0.125"
"0001","2.090","89.813","0.858","-0.125"
"0001","2.100","89.813","0.680","-0.125"
"0001","2.110","89.813","0.525","-0.125"
"0001","2.120","89.813","0.347","-0.125"
"0001","2.130","89.813","0.258","-0.125"
"0001","2.140","89.813","0.147","-0.125"
"0001","2.150","89.813","0.165","-0.125"
"0001","2.160","89.813","1.977","-1.063"
"0001","2.170","89.813","3.296","-2.063"
"0001","2.180","89.813","4.750","-3.313"
"0001","2.190","89.750","7.019","-6.313"
"0001","2.200","89.625","8.337","-9.375"
"0001","2.210","89.563","9.510","-13.375"
"0001","2.220","89.438","10.336","-18.063"
"0001","2.230","89.250","11.083","-26.250"
"0001","2.240","89.063","11.248","-32.063"
"0001","2.250","88.750","11.455","-37.500"
"0001","2.260","88.438","12.066","-41.688"
"0001","2.270","87.875","13.455","-46.250"
"0001","2.280","87.438","14.422","-48.813"
"0001","2.290","87.000","15.388","-50.875"
"0001","2.300","86.375","16.519","-53.125"
"0001","2.310","85.875","16.825","-54.250"
"0001","2.320","85.375","16.705","-55.188"
"0001","2.330","84.938","16.262","-55.938"
"0001","2.340","84.188","15.378","-56.875"
"0001","2.350","83.688","14.767","-57.375"
"0001","2.360","83.188","14.132","-57.813"
"0001","2.370","82.625","13.553","-58.125"
"0001","2.380","81.875","12.691","-58.625"
"0001","2.390","81.375","12.213","-58.813"
"0001","2.400","80.875","11.735","-59.000"
"0001","2.410","80.063","10.994","-59.188"
"0001","2.420","79.563","10.426","-59.313"
"0001","2.430","79.000","9.846","-59.313"
"0001","2.440","78.500","9.188","-59.438"
"0001","2.450","77.750","8.235","-59.500"
"0001","2.460","77.188","7.564","-59.563"
"0001","2.470","76.688","6.884","-59.563"
"0001","2.480","76.125","6.437","-59.688"
"0001","2.490","75.375","6.332","-59.875"
"0001","2.500","74.813","6.623","-59.938"
"0001","2.510","74.313","7.596","-60.250"
"0001","2.520","73.500","9.872","-60.375"
"0001","2.530","73.000","11.986","-60.438"
"0001","2.540","72.438","14.556","-60.563"
"0001","2.550","71.938","17.542","-60.625"
"0001","2.560","71.125","22.321","-60.625"
"0001","2.570","70.563","25.405","-60.563"
"0001","2.580","70.063","28.323","-60.563"
"0001","2.590","69.500","31.116","-60.500"
"0001","2.600","68.688","35.378","-60.438"
"0001","2.610","68.188","38.340","-60.500"
"0001","2.620","67.625","41.377","-60.500"
"0001","2.630","66.875","45.987","-60.500"
"0001","2.640","66.313","48.957","-60.563"
"0001","2.650","65.750","51.702","-60.500"
"0001","2.660","65.250","54.215","-60.500"
"0001","2.670","64.438","57.981","-60.500"
"0001","2.680","63.938","60.762","-60.500"
"0001","2.690","63.375","63.797","-60.563"
"0001","2.700","62.813","66.966","-60.563"
"0001","2.710","62.063","71.816","-60.313"
"0001","2.720","61.500","74.649","-60.375"
"0001","2.730","61.000","76.912","-60.313"
"0001","2.740","60.188","79.601","-60.250"
"0001","2.750","59.625","81.112","-60.250"
"0001","2.760","59.125","82.748","-60.250"
"0001","2.770","58.563","84.728","-60.250"
"0001","2.780","57.813","88.054","-60.313"
"0001","2.790","57.250","90.145","-60.250"
"0001","2.800","56.750","91.936","-60.125"
"0001","2.810","56.188","93.198","-60.125"
"0001","2.820","55.375","93.957","-59.938"
"0001","2.830","54.875","94.024","-60.000"
"0001","2.840","54.375","94.069","-60.000"
"0001","2.850","53.563","94.579","-60.000"
"0001","2.860","53.000","95.234","-60.063"
"0001","2.870","52.500","95.993","-60.063"
"0001","2.880","51.938","96.558","-59.813"
"0001","2.890","51.188","96.386","-59.750"
"0001","2.900","50.625","95.429","-59.750"
"0001","2.910","50.125","94.150","-59.750"
"0001","2.920","49.625","92.848","-59.813"
"0001","2.930","48.813","91.831","-59.875"
"0001","2.940","48.313","91.982","-59.875"
"0001","2.950","47.750","92.453","-59.875"
"0001","2.960","46.938","93.133","-59.938"
"0001","2.970","46.438","93.371","-59.938"
"0001","2.980","45.938","93.140","-59.938"
"0001","2.990","45.375","92.557","-59.938"
"0001","3.000","44.563","91.757","-59.938"
"0001","3.010","44.063","91.456","-60.000"
"0001","3.020","43.563","91.468","-60.000"
"0001","3.030","43.000","91.912","-60.000"
"0001","3.040","42.188","92.807","-60.000"
"0001","3.050","41.688","93.130","-59.813"
"0001","3.060","41.125","93.035","-59.813"
"0001","3.070","40.375","91.974","-59.875"
"0001","3.080","39.813","91.273","-59.875"
"0001","3.090","39.313","90.856","-59.938"
"0001","3.100","38.813","90.997","-60.000"
"0001","3.110","38.000","92.042","-59.875"
"0001","3.120","37.438","92.635","-59.875"
"0001","3.130","36.938","92.819","-59.875"
"0001","3.140","36.375","92.650","-59.813"
"0001","3.150","35.625","91.313","-59.750"
"0001","3.160","35.063","89.913","-59.750"
"0001","3.170","34.563","88.551","-59.750"
"0001","3.180","33.750","86.903","-59.813"
"0001","3.190","33.250","86.143","-59.813"
"0001","3.200","32.688","85.567","-59.750"
"0001","3.210","32.188","84.829","-59.688"
"0001","3.220","31.375","82.908","-59.500"
"0001","3.230","30.875","81.049","-59.500"
"0001","3.240","30.375","78.743","-59.563"
"0001","3.250","29.813","76.239","-59.500"
"0001","3.260","29.063","72.430","-59.438"
"0001","3.270","28.500","70.238","-59.438"
"0001","3.280","28.000","68.510","-59.500"
"0001","3.290","27.188","66.134","-59.563"
"0001","3.300","26.688","64.315","-59.563"
"0001","3.310","26.125","62.253","-59.500"
"0001","3.320","25.625","59.941","-59.438"
"0001","3.330","24.813","56.038","-59.438"
"0001","3.340","24.313","53.277","-59.375"
"0001","3.350","23.813","50.403","-59.375"
"0001","3.360","23.250","47.509","-59.375"
"0001","3.370","22.500","43.151","-59.250"
"0001","3.380","22.000","40.207","-59.188"
"0001","3.390","21.438","37.133","-59.188"
"0001","3.400","20.688","32.458","-59.188"
"0001","3.410","20.125","29.403","-59.188"
"0001","3.420","19.625","26.456","-59.188"
"0001","3.430","19.125","23.710","-59.313"
"0001","3.440","18.313","20.107","-59.438"
"0001","3.450","17.813","18.075","-59.375"
"0001","3.460","17.250","15.665","-58.875"
"0001","3.470","16.750","12.938","-57.688"
"0001","3.480","16.000","9.908","-54.625"
"0001","3.490","15.563","8.078","-51.750"
"0001","3.500","15.125","6.052","-48.063"
"0001","3.510","14.500","3.434","-41.250"
"0001","3.520","14.188","1.602","-35.750"
"0001","3.530","13.875","0.185","-29.563"
"0001","3.540","13.688","1.889","-22.875"
"0001","3.550","13.438","4.213","-11.688"
"0001","3.560","13.375","5.544","-3.438"
"0001","3.570","13.375","6.677","5.375"
"0001","3.580","13.500","7.660","14.938"
"0001","3.590","13.750","8.980","30.375"
"0001","3.600","14.125","9.573","41.250"
"0001","3.610","14.500","10.099","52.563"
"0001","3.620","15.313","10.734","70.313"
"0001","3.630","16.000","11.409","82.563"
"0001","3.640","16.813","12.068","95.125"
"0001","3.650","17.688","12.467","108.063"
"0001","3.660","19.250","12.970","127.063"
"0001","3.670","20.375","13.988","136.938"
"0001","3.680","21.625","15.706","144.563"
"0001","3.690","22.938","17.588","150.813"
"0001","3.700","25.000","20.414","158.438"
"0001","3.710","26.438","21.961","162.313"
"0001","3.720","27.875","23.091","165.375"
"0001","3.730","30.063","23.909","169.063"
"0001","3.740","31.563","24.057","170.938"
"0001","3.750","33.063","24.167","172.438"
"0001","3.760","34.625","24.020","173.688"
"0001","3.770","36.875","23.458","175.313"
"0001","3.780","38.438","23.082","176.125"
"0001","3.790","40.000","22.799","176.875"
"0001","3.800","41.563","22.811","177.438"
"0001","3.810","43.938","22.787","177.938"
"0001","3.820","45.500","22.500","178.250"
"0001","3.830","47.063","22.063","178.500"
"0001","3.840","49.438","21.110","178.750"
"0001","3.850","51.000","20.640","179.063"
"0005","3.860","52.563","20.464","179.188"
"0005","3.870","54.125","20.114","178.750"
"0005","3.880","56.500","20.545","175.438"
"0005","3.890","58.000","21.085","171.688"
"0005","3.900","59.500","21.451","167.500"
"0005","3.910","60.938","21.656","162.813"
"0005","3.920","63.063","22.342","155.063"
"0005","3.930","64.375","22.357","149.563"
"0005","3.940","65.688","21.997","144.063"
"0005","3.950","67.563","21.146","135.875"
"0005","3.960","68.688","20.406","130.438"
"0005","3.970","69.813","19.756","125.125"
"0005","3.980","70.938","19.086","119.938"
"0005","3.990","72.438","18.186","112.438"
"0005","4.000","73.438","17.720","107.563"
"0005","4.010","74.313","17.347","102.813"
"0005","4.020","75.188","17.019","98.500"
"0005","4.030","76.500","16.295","92.688"
"0005","4.040","77.313","15.669","89.125"
"0005","4.050","78.063","14.989","85.688"
"0005","4.060","79.125","13.893","80.875"
"0005","4.070","79.813","13.026","77.813"
"0005","4.080","80.500","12.182","74.875"
"0005","4.090","81.188","11.427","72.063"
"0005","4.100","82.063","10.546","67.938"
"0005","4.110","82.688","10.004","65.188"
"0005","4.120","83.250","9.406","62.500"
"0005","4.130","83.750","8.688","59.813"
"0005","4.140","84.563","7.643","55.938"
"0005","4.150","85.000","6.936","53.313"
"0005","4.160","85.500","6.218","50.688"
"0005","4.170","86.125","5.076","46.813"
"0005","4.180","86.500","4.315","44.250"
"0005","4.190","86.875","3.665","41.750"
"0005","4.200","87.250","3.127","39.250"
"0005","4.210","87.750","2.364","35.375"
"0005","4.220","88.000","1.916","32.813"
"0005","4.230","88.250","1.557","30.313"
"0001","4.240","88.500","1.243","27.750"
"0001","4.250","88.813","0.183","23.563"
"0001","4.260","89.000","0.746","20.500"
"0001","4.270","89.188","1.520","17.625"
"0001","4.280","89.250","2.852","13.625"
"0001","4.290","89.375","3.726","11.188"
"0001","4.300","89.438","4.677","8.875"
"0001","4.310","89.500","5.718","6.500"
"0001","4.320","89.563","7.386","2.938"
"0001","4.330","89.563","8.705","0.125"
"0001","4.340","89.500","9.990","-3.500"
"0001","4.350","89.438","11.298","-8.188"
"0001","4.360","89.313","13.220","-17.125"
"0001","4.370","89.250","14.370","-24.250"
"0001","4.380","89.000","15.686","-31.375"
"0001","4.390","88.563","19.024","-38.875"
"0001","4.400","88.250","21.736","-42.688"
"0001","4.410","87.875","24.795","-46.000"
"0001","4.420","87.438","28.311","-48.625"
"0001","4.430","86.813","33.714","-51.625"
"0001","4.440","86.375","37.119","-53.250"
"0001","4.450","85.875","39.996","-54.438"
"0001","4.460","85.375","42.270","-55.438"
"0001","4.470","84.688","45.022","-56.688"
"0001","4.480","84.188","46.825","-57.313"
"0001","4.490","83.625","48.885","-57.875"
"0001","4.500","82.875","52.586","-58.625"
"0001","4.510","82.375","55.575","-58.875"
"0001","4.520","81.875","58.475","-59.188"
"0001","4.530","81.313","61.026","-59.313"
"0001","4.540","80.563","63.832","-59.500"
"0001","4.550","80.063","65.187","-59.625"
"0001","4.560","79.500","66.330","-59.625"
"0001","4.570","79.000","67.618","-59.750"
"0001","4.580","78.188","70.209","-59.938"
"0001","4.590","77.688","72.280","-60.000"
"0001","4.600","77.125","74.338","-60.063"
"0001","4.610","76.313","76.906","-60.063"
"0001","4.620","75.813","78.014","-60.000"
"0001","4.630","75.250","78.707","-60.063"
"0001","4.640","74.750","79.301","-60.063"
"0001","4.650","73.938","80.794","-60.125"
"0001","4.660","73.438","82.349","-60.250"
"0001","4.670","72.875","84.316","-60.313"
"0001","4.680","72.375","86.474","-60.063"
"0001","4.690","71.563","88.927","-60.000"
"0001","4.700","71.063","89.653","-59.938"
"0001","4.710","70.500","89.852","-59.875"
"0001","4.720","69.750","89.789","-60.063"
"0001","4.730","69.188","90.166","-60.063"
"0001","4.740","68.688","91.137","-60.063"
"0001","4.750","68.125","92.498","-60.125"
"0001","4.760","67.313","94.612","-60.063"
"0001","4.770","66.813","95.717","-60.063"
"0001","4.780","66.250","96.360","-60.063"
"0001","4.790","65.750","96.569","-59.938"
"0001","4.800","64.938","96.445","-60.063"
"0001","4.810","64.438","96.452","-60.125"
"0001","4.820","63.875","96.893","-60.063"
"0001","4.830","63.125","98.412","-60.250"
"0001","4.840","62.563","99.791","-60.125"
"0001","4.850","62.063","101.139","-59.875"
"0001","4.860","61.500","101.913","-59.875"
"0001","4.870","60.750","101.887","-59.875"
"0001","4.880","60.188","101.587","-59.938"
"0001","4.890","59.688","101.390","-60.063"
"0001","4.900","59.125","101.737","-60.125"
"0001","4.910","58.375","103.408","-60.063"
"0001","4.920","57.813","104.739","-60.063"
"0001","4.930","57.313","105.770","-60.000"
"0001","4.940","56.500","106.575","-59.938"
"0001","4.950","56.000","106.554","-60.000"
"0001","4.960","55.438","106.295","-59.938"
"0001","4.970","54.938","105.870","-60.000"
"0001","4.980","54.125","105.352","-60.063"
"0001","4.990","53.625","105.463","-60.000"
"0001","5.000","53.063","106.052","-60.063"
"0001","5.010","52.563","106.855","-60.063"
"0001","5.020","51.750","107.676","-59.750"
"0001","5.030","51.188","107.323","-59.688"
"0001","5.040","50.688","106.246","-59.750"
"0001","5.050","49.875","104.269","-59.750"
"0001","5.060","49.375","103.056","-59.875"
"0001","5.070","48.875","102.403","-59.813"
"0001","5.080","48.313","102.114","-59.688"
"0001","5.090","47.563","101.311","-59.625"
"0001","5.100","47.000","100.305","-59.563"
"0001","5.110","46.500","99.067","-59.625"
"0001","5.120","45.938","97.635","-59.688"
"0001","5.130","45.188","95.174","-59.813"
"0001","5.140","44.625","93.539","-59.750"
"0001","5.150","44.125","92.098","-59.813"
"0001","5.160","43.313","90.535","-59.750"
"0001","5.170","42.813","89.920","-59.750"
"0001","5.180","42.250","89.401","-59.750"
"0001","5.190","41.750","88.695","-59.625"
"0001","5.200","40.938","86.837","-59.625"
"0001","5.210","40.438","84.990","-59.625"
"0001","5.220","39.938","83.097","-59.625"
"0001","5.230","39.375","81.500","-59.688"
"0001","5.240","38.625","80.012","-59.750"
"0001","5.250","38.063","79.533","-59.688"
"0001","5.260","37.563","78.912","-59.625"
"0001","5.270","36.750","77.382","-59.688"
"0001","5.280","36.250","76.178","-59.688"
"0001","5.290","35.688","74.801","-59.750"
"0001","5.300","35.188","73.328","-59.813"
"0001","5.310","34.375","71.301","-59.750"
"0001","5.320","33.875","70.117","-59.750"
"0001","5.330","33.313","69.072","-59.750"
"0001","5.340","32.813","68.200","-59.750"
"0001","5.350","32.000","66.952","-59.688"
"0001","5.360","31.500","65.832","-59.625"
"0001","5.370","31.000","64.510","-59.625"
"0001","5.380","30.188","62.207","-59.688"
"0001","5.390","29.688","60.750","-59.688"
"0001","5.400","29.125","59.498","-59.688"
"0001","5.410","28.625","58.486","-59.688"
"0001","5.420","27.813","57.364","-59.688"
"0001","5.430","27.313","56.619","-59.750"
"0001","5.440","26.750","55.788","-59.750"
"0001","5.450","26.250","54.819","-59.688"
"0001","5.460","25.438","52.797","-59.688"
"0001","5.470","24.938","51.266","-59.688"
"0001","5.480","24.375","49.828","-59.625"
"0001","5.490","23.625","47.776","-59.688"
"0001","5.500","23.063","46.672","-59.750"
"0001","5.510","22.563","45.697","-59.688"
"0001","5.520","22.000","44.725","-59.625"
"0001","5.530","21.250","42.803","-59.625"
"0001","5.540","20.688","41.203","-59.625"
"0001","5.550","20.188","39.375","-59.563"
"0001","5.560","19.688","37.502","-59.563"
"0001","5.570","18.875","34.661","-59.500"
"0001","5.580","18.375","32.942","-59.500"
"0001","5.590","17.813","31.293","-59.563"
"0001","5.600","17.063","28.959","-59.500"
"0001","5.610","16.500","27.309","-59.438"
"0001","5.620","16.000","25.654","-59.500"
"0001","5.630","15.438","23.912","-59.438"
"0001","5.640","14.688","21.081","-59.438"
"0001","5.650","14.188","19.268","-59.500"
"0001","5.660","13.625","17.568","-59.563"
"0001","5.670","13.125","16.066","-59.563"
"0001","5.680","12.313","13.210","-58.813"
"0001","5.690","11.813","10.968","-57.438"
"0001","5.700","11.313","9.463","-55.500"
"0001","5.710","10.625","7.039","-51.438"
"0001","5.720","10.188","5.585","-47.938"
"0001","5.730","9.750","4.309","-43.938"
"0001","5.740","9.375","3.008","-39.313"
"0001","5.750","8.938","1.153","-31.313"
"0001","5.760","8.688","0.152","-25.438"
"0001","5.770","8.500","1.570","-19.250"
"0001","5.780","8.375","3.011","-12.563"
"0001","5.790","8.250","5.253","-1.000"
"0001","5.800","8.313","6.943","7.938"
"0001","5.810","8.438","8.680","18.000"
"0001","5.820","8.750","11.065","34.813"
"0001","5.830","9.125","12.408","47.125"
"0001","5.840","9.625","13.288","60.188"
"0001","5.850","10.188","13.659","73.875"
"0001","5.860","11.313","14.249","95.000"
"0001","5.870","12.188","14.634","109.438"
"0001","5.880","13.250","15.539","123.063"
"0001","5.890","14.375","17.672","133.625"
"0001","5.900","16.250","21.664","145.250"
"0001","5.910","17.563","24.060","151.688"
"0001","5.920","18.875","26.394","156.813"
"0001","5.930","21.000","28.958","162.563"
"0001","5.940","22.438","29.601","165.438"
"0001","5.950","23.938","29.942","168.000"
"0001","5.960","25.438","29.978","170.188"
"0001","5.970","27.688","29.787","172.625"
"0001","5.980","29.188","30.060","174.125"
"0001","5.990","30.750","30.544","175.250"
"0001","6.000","32.313","31.500","176.063"
"0001","6.010","34.625","32.843","177.000"
"0001","6.020","36.188","32.991","177.438"
"0001","6.030","37.750","32.701","177.750"
"0001","6.040","40.125","32.012","178.375"
"0001","6.050","41.688","31.914","178.688"
"0001","6.060","43.250","32.220","178.938"
"0001","6.070","44.813","32.465","179.125"
"0001","6.080","47.188","32.012","179.125"
"0001","6.090","48.750","31.358","179.188"
"0001","6.100","50.313","30.508","179.375"
"0005","6.110","51.938","30.294","179.500"
"0005","6.120","54.313","30.427","179.000"
"0005","6.130","55.875","30.927","176.875"
"0005","6.140","57.375","31.510","173.375"
"0005","6.150","59.625","31.847","167.125"
"0005","6.160","61.125","31.616","162.313"
"0005","6.170","62.500","31.637","157.125"
"0005","6.180","63.875","31.483","151.750"
"0005","6.190","65.813","30.882","143.563"
"0005","6.200","67.063","30.003","138.063"
"0005","6.210","68.250","28.850","132.500"
"0005","6.220","69.375","27.778","127.188"
"0005","6.230","71.000","26.384","119.438"
"0005","6.240","72.063","25.483","114.375"
"0005","6.250","73.000","24.518","109.438"
"0005","6.260","74.438","23.256","102.313"
"0005","6.270","75.313","22.372","97.938"
"0005","6.280","76.125","21.213","94.000"
"0005","6.290","76.938","19.787","90.375"
"0005","6.300","78.125","17.555","85.188"
"0005","6.310","78.875","16.053","82.000"
"0005","6.320","79.563","14.586","78.938"
"0005","6.330","80.250","13.275","76.000"
"0005","6.340","81.188","11.515","71.750"
"0005","6.350","81.813","10.506","69.000"
"0005","6.360","82.438","9.496","66.250"
"0005","6.370","83.250","7.851","62.188"
"0005","6.380","83.813","6.720","59.500"
"0005","6.390","84.313","5.646","56.938"
"0005","6.400","84.813","4.639","54.313"
"0001","6.410","85.500","3.329","50.500"
"0001","6.420","85.938","2.134","47.625"
"0001","6.430","86.375","0.628","44.500"
"0001","6.440","86.750","0.667","41.188"
"0001","6.450","87.250","2.643","35.813"
